"Employer Name","CBA File","Location","Union","Expiration Date","NAICS*","#Wrkrs","Type"
"INDIANA UNIVERSITY (SERVICE, MAINT & FOOD SVC)",2837,"IN BLOOMINGTON"," (AFSCME) 832","Jun 30, 2006","611310","1300","PUBLIC"
"INDIANA UNIVERSITY (SUPPORT STAFF)",2838,"IN BLOOMINGTON"," (CWA) 4730","Jun 30, 2004","611310","1600","PUBLIC"
"INDIANAPOLIS BD OF SCHOOLS COMM (OPERATIONS)",2987,"IN INDIANAPOLIS"," (AFSCME) 661","Dec 31, 2005","611110","1000","PUBLIC"
"INDIANAPOLIS BD OF SCHOOLS COMM (TEACHERS)",3159,"IN INDIANAPOLIS"," (NEA) IEA","Aug 31, 2005","611110","3100","PUBLIC"
"INDIANAPOLIS PLANT CARRIER CORPORATION",253,"IN","STEELWORKERS, AFL-CIO (USW) 07 1999 S","May 2, 2011","333415","1100","PRIVATE"
"INDIANAPOLIS PLANT CARRIER CORPORATION (UNITED TECHNOLOGIES)",252,"IN INDIANAPOLIS","STEELWORKERS, AFL-CIO (USW) 07 1999 S","May 1, 2005","333415","1100","PRIVATE"
"INDIANAPOLIS, CITY OF (POLICE)",2973,"IN INDIANAPOLIS"," (FOP-I) 86","Dec 31, 2005","922120","1532","PUBLIC"
"INDUSTRIAL AND ENVIRONMENTAL CLEANING SERVICES (HOERR CONSTRUCTION, INC.)",1124,"IL","GREAT PLAINS LABORERS DISTRICT COUNCIL ","Dec 31, 2022",,,"PRIVATE"
"INDUSTRIAL AND ENVIRONMENTAL CLEANING SERVICES (HUNTER HYDRO-VAC, INC.)",1123,"IL","TEAMSTERS (IBT) 627","Dec 31, 2022","562998","6","PRIVATE"
"INDUSTRIAL CNTRCRS & BLDRS ASSOCIATION & CALUMET BLDRS ASSOCIATION",1571,"IN","LABORERS  (LIUNA) 41/LABORERS  (LIUNA) 81","May 31, 2005","23621","1400","PRIVATE"
"INDUSTRIAL EMPLOYERS & DISTRIBUTORS ASSOCIATION",543,"CA","LONGSHORE AND WAREHOUSE UNION (ILWU) 17/LONGSHORE AND WAREHOUSE UNION (ILWU) 6","May 31, 2010","424480","1100","PRIVATE"
"INDUSTRIAL EMPLOYERS & DISTRIBUTORS ASSOCIATION",544,"CA NORTHERN","LONGSHORE AND WAREHOUSE UNION (ILWU) 17/LONGSHORE AND WAREHOUSE UNION (ILWU) 6","May 31, 2007","424480","1100","PRIVATE"
"INDUSTRIAL FIRST, INC.",1121,"OH","TEAMSTERS (IBT) 436","Dec 31, 2023",,,"PRIVATE"
"INDUSTRIAL RUBBER APPLICATORS, INC.",3899,"MN","STEELWORKERS, AFL-CIO (USW) /STEELWORKERS, AFL-CIO (USW) 3 M ","Apr 30, 2023",,,"PRIVATE"
"INLAND NORTHWEST AGC",2469,"WA"," (CJA) RC PACIFIC NORTHWEST","May 31, 2019",,,"PRIVATE"
"INSTITUTE FOR PUBLIC AFFAIRS",2183,"DC"," (WBNG) 32035","Sep 13, 2017",,,"PRIVATE"
"INSTITUTE OF SENIOR LIVING OF FLORIDA DBA REGENTS PARK OF WINTER PARK/REGENTS PARK OF WINTER PARK",3882,"FL","FOOD AND COMMERCIAL WKRS (UFCW) 1625 ","Jun 30, 2023",,,"PRIVATE"
"INSULATION CONTRACTORS ASSOCIATION OF NEW ENGLAND",4546,"MA","INSULATORS AFL-CIO (HFIA) 6 ","May 31, 2027",,"568","PRIVATE"
"INSULATION CONTRACTORS ASSOCIATION OF NEW ENGLAND",4441,"MA","INSULATORS AFL-CIO (HFIA) 6 ","Aug 31, 2027",,,"PRIVATE"
"INSULATION CONTRACTORS ASSOCIATION OF NORTHERN WISCONSIN",1496,"WI","INSULATORS AFL-CIO (HFIA) 127 ","May 31, 2020",,,"PRIVATE"
"INTEGRATED DEFENSE SYSTEMS & BOEING COMMERCIAL AIRPLANE",318,"CA"," (IAM) -","Oct 23, 2005","23819",,"PRIVATE"
"INTEGRATED POWER SERVICES PORTLAND, OREGON SERVICE CENTER",2357,"OR"," (MTD) PORTLAND AND VICINITY","Sep 30, 2017",,,"PRIVATE"
"INTER-CON SECURITY SYSTEM, INC.",2063,"WA","GOVERNMENT SECURITY OFFICERS, IND (UGSOA) 355","Jan 31, 2018","561612","1000","PRIVATE"
"INTERIOR FINISH CONTRACTORS ASSOCIATION OF DELAWARE VALLEY",926,"PA EASTERN"," (CJA) METRO RC PHILADELPHIA","Apr 30, 2009","23835","4000","PRIVATE"
"INTERNAL REVENUE SERVICE",3561,"DC"," (NTEU) ","Oct 1, 2019",,,"PUBLIC"
"INTERNAL REVENUE SERVICE",3562,"DC"," (NTEU) ","Oct 1, 2021",,,"PUBLIC"
"INTERNATIONAL AUTOMOTIVE COMPONENTS",1956,"OH HURON","AUTO WORKERS AFL-CIO (UAW) 913","Jan 30, 2013","813319","1000","PRIVATE"
"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS LOCAL LODGE 13",892,"PA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 32","Jun 30, 2021",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS LOCAL LODGE 13",4652,"PA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 32 ","Jun 30, 2027",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW LU 357)",2534,"NV","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 537","Mar 31, 2023",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 2032",4660,"NY","STEELWORKERS, AFL-CIO (USW) 4 420 A ","Feb 28, 2021",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 441",4614,"CA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 537 ","Oct 31, 2029",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS JOINT APPRENTICESHIP & TRAINING LOCAL 313",830,"DE","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 32","Dec 31, 2022",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 313",831,"DE","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 32","Dec 31, 2020",,,"PRIVATE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98",828,"PA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 32","May 31, 2021",,,"PRIVATE"
"INTERNATIONAL PAPER (MOA)",889,"ME BUCKSPORT","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 1777/MACHINISTS AFL-CIO (IAM) 1821/STEELWORKERS, AFL-CIO (USW) 04 261","Jul 31, 2007","322121","1000","PRIVATE"
"INTERNATIONAL PAPER (WAS CHAMPION INTERNATIONAL CORP.)",139,"AL COURTLAND","PACE, AFL-CIO (PACE) 05 161","Jun 14, 2008","322121","1100","PRIVATE"
"INTERNATIONAL PAPER CO.",114,"AR PINE BLUFF","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 2033","Aug 31, 2004","322121","1100","PRIVATE"
"INTERNATIONAL PAPER CO.",115,"SC MS AL TX LA GA NY FL VA NC"," (USW) -","Sep 30, 2014","322121","1100","PRIVATE"
"INTERNATIONAL PAPER COMPANY (RIEGELWOOD MILL)",138,"NC"," (PACE) 2-738","Sep 9, 2006",,,"PRIVATE"
"INTERNATIONAL PAPER COMPANY (RIVERDALE MILL)",4350,"AL","STEELWORKERS, AFL-CIO (USW) 09 1441 /STEELWORKERS, AFL-CIO (USW) 09 1444 ","Nov 5, 2027","322120","514","PRIVATE"
"INTERURBAN TRANSIT PARTNERSHIP",2513,"MI"," (ATU) 836","Dec 10, 2020",,,"PRIVATE"
"IOWA FEDERATION OF LABOR, AFL-CIO",4012,"IA","COMMUNICATIONS WORKERS AFL-CIO (CWA) ","Dec 31, 2021",,"1","PRIVATE"
"IOWA STATE (GENERAL UNIT)",2794,"IA","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 61","Jun 30, 2007","921190","20400","PUBLIC"
"IOWA STATE (PROFESS SOC SVCS & SCIENCE)",30,"IA"," (UE) IUP 893","Jun 30, 2007","624","2200","PRIVATE"
"IOWA STATE BOARD OF REGENTS (HEALTH CARE)",2889,"IA","SERVICE EMPLOYEES (SEIU) 199 SEIU LOCAL 199","Jun 30, 2007","611310","1938","PUBLIC"
"IRON WORKER EMPLOYEE COUNCIL",1384,"CA & NV","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 229","Jun 30, 2017","23819",,"PRIVATE"
"IRON WORKER EMPLOYERS, CA & A PORTION OF NV",106,"CA & NV"," (BSOIW) -","Jun 30, 2007","23819",,"PRIVATE"
"IRON WORKER EMPLOYERS, CA & A PORTION OF NV",107,"CA, NV","IRON WORKERS AFL-CIO (BSOIW) 416/IRON WORKERS AFL-CIO (BSOIW) 433","Jun 30, 2007",,,"PRIVATE"
"IRONWORKER EMPLOYERS ASSOCIATION OF WESTERN PA",1385,"PA PITTSBURGH","IRON WORKERS AFL-CIO (BSOIW) 3","May 31, 2006","23819","1400","PRIVATE"
"IRVINE UNIFIED SCHOOL DISTRICT (TEACHERS)",2698,"CA IRVINE"," (AFT) ITA","Jun 30, 2007","611110","1000","PUBLIC"
"ISSAQUAH,  CITY OF  (LAW ENFORCEMENT OFFICERS)",3941,"WA","ISSAQUAH POLICE OFFICERS ASSOCIATION ","Dec 31, 2024",,,"PUBLIC"
"ISSAQUAH, CITY OF",3770,"WA","ISSAQUAH POLICE SUPPORT SERVICES ASSOCIATION ","Dec 30, 2020",,,"PUBLIC"
"ISSAQUAH, CITY OF (ADMINISTRATIVE)",3775,"WA","ISSAQUAH ADMINISTRATIVE STAFF ASSOCIATION (AFSCME) ","Dec 31, 2022",,,"PUBLIC"
"ISSAQUAH, CITY OF (CLERICAL)",3939,"WA","PUBLIC, PROFESSIONAL, & OFFICE-CLERICAL EMPLOYEES AND DRIVERS 763/TEAMSTERS (IBT) 763 ","Dec 31, 2022",,,"PUBLIC"
"ISSAQUAH, CITY OF (COMMANDERS)",3940,"WA","TEAMSTERS (IBT) 117 ","Dec 31, 2022",,,"PUBLIC"
"ISSAQUAH, CITY OF (POLICE SERGEANTS)",4771,"WA","TEAMSTERS (IBT) 117 ","Dec 31, 2022",,,"PUBLIC"
"ITHACA HEALTH ALLIANCE, INC.",2272,"NY"," (SEIU) ROCHESTER REGION","Mar 1, 2018",,,"PRIVATE"
"IUOE BUILDING AGREEMENT, INDIANA JURISDICTION",918,"IN TERRE HAUTE","ENGINEERS, OPERATING, AFL-CIO (IUOE) 841","Apr 1, 2009","23622","1000","PRIVATE"
"IUOE INDEPENDENT 2002 (HVY)",1469,"NJ, SE NY","ENGINEERS, OPERATING, AFL-CIO (IUOE) 825","Jun 30, 2005","23731","6325","PRIVATE"
"IUOE MASTER AGREEMENT (BLDG-HVY-HWY-ENGRG)",1514,"CO DENVER","ENGINEERS, OPERATING, AFL-CIO (IUOE) 9","Apr 30, 2004","23731","1000","PRIVATE"
"J & J WORLDWIDE SERVICES",1969,"TEXAS","ENGINEERS, OPERATING, AFL-CIO (IUOE) 351","Oct 31, 2013",,,"PRIVATE"
"J & J WORLDWIDE SERVICES - WILLIAM BEAUMONT ARMY MEDICAL CENTER",1968,"TX AUSTIN","ENGINEERS, OPERATING, AFL-CIO (IUOE) 351","Sep 30, 2014","23731","2452","PRIVATE"
"J.D. STREETT AND COMPANY, INC. (PARK PLANT)",2566,"MO","AUTOMOTIVE, PETROLEUM, ALLIED INDUSTRIES, AND AIRLINE EMP. 618","Jun 30, 2022","325998","6","PRIVATE"
"J.D. STREETT AND COMPANY, INC. (RIVERPLANT)",2565,"MO","AUTOMOTIVE, PETROLEUM, ALLIED INDUSTRIES, AND AIRLINE EMP. 618","Jun 30, 2022","324191","7","PRIVATE"
"J.N. EXHIBIT CONST. INC.",2402,"IL"," (CJA) RC CHICAGO","May 31, 2020",,,"PRIVATE"
"J.R. SIMPLOT CO.",76,"ID CALDWELL","TEAMSTERS (IBT) 670","Apr 30, 2007","311211","1400","PRIVATE"
"J.R. SIMPLOT COMPANY",4408,"OR","TEAMSTERS (IBT) 670","Jun 30, 2024",,"460","PRIVATE"
"JACKSON GEAR COMPANY",2071,"PA","COMMUNICATIONS WORKERS AFL-CIO (CWA) 88643","Jan 15, 2016","23821",,"PRIVATE"
"JACKSON HEALTH SYSTEM (MIAMI-DADE COUNTY PUBLIC HEALTH TRUST)",4712,"FL","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME) 1363","Sep 30, 2023",,,"PUBLIC"
"JACKSON HEALTH SYSTEM (MIAMI-DADE COUNTY PUBLIC HEALTH TRUST) - HOUSESAFF / RESIDENTS",4716,"FL","COMMITTEE OF INTERNS AND RESIDENTS (CIR) ","Sep 30, 2023",,,"PUBLIC"
"JACKSONVILLE BEACH, THE CITY OF (FIRE DEPARTMENT)",2876,"FL JACKSONVILLE"," (IAFF) 122","Sep 30, 2005","922160","1000","PUBLIC"
"JACKSONVILLE BEACH, THE CITY OF (PUBLIC EMPLOYEES)",3554,"FL JACKSONVILLE BEACH","LABORERS  (LIUNA) 630","Sep 30, 2016","922120",,"PUBLIC"
"JACKSONVILLE, THE CITY OF (MUNICIPAL UNIT)",2870,"FL JACKSONVILLE","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 79 FLORIDA PUBLIC EMPLOYEES","Sep 30, 2007","921190","2000","PUBLIC"
"JACKSONVILLE, THE CITY OF (POLICE OFFICERS)",2867,"FL JACKSONVILLE"," (FOP-I) 30-MAY","Sep 30, 2005","922120","1300","PUBLIC"
"JACOBS TECHNOLOGY INC.- ATOM GROUP AND SIERRA LOBO, INC. (NASA AMES OPERATIONS)",3911,"CA","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 1245 /ENGINEERS, OPERATING, AFL-CIO (IUOE) 3 /MACHINISTS AFL-CIO (IAM) 1414 ","Aug 31, 2023",,,"PRIVATE"
"JAMAICA HOSPITAL MEDICAL CENTER",884,"NY"," (CIR/SEIU) ","Dec 31, 2019",,,"PRIVATE"
"JAMES F. KEMP, INC",2147,"PA","STEELWORKERS, AFL-CIO (USW) 10 5852 S","May 11, 2008","238220",,"PRIVATE"
"JANUS YOUTH PROGRAM",3776,"OR","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 75 OREGON","Oct 30, 2021","523991",,"PRIVATE"
"JANUS YOUTH PROGRAM (STREET / PORCH LIGHTS)",3778,"OR","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 75 OREGON","Sep 30, 2022",,,"PRIVATE"
"JBS",85,"KY","FOOD AND COMMERCIAL WKRS (UFCW) 227","Jun 30, 2014","311611","1100","PRIVATE"
"JBS",2015,"CO GREELEY","FOOD AND COMMERCIAL WKRS (UFCW) 7 R","Sep 29, 2013","445110","2000","PRIVATE"
"JBS",2016,"CO GREELEY","FOOD AND COMMERCIAL WKRS (UFCW) 7 R","Sep 29, 2013","445110","2000","PRIVATE"
"JEFFERSON COUNTY PUBLIC HOSPITAL DISTRICT 2 DBA JEFFERSON HEALTHCARE (RN UNIT)",4751,"WA","FOOD AND COMMERCIAL WKRS (UFCW) 3000 ","Oct 31, 2024",,,"PUBLIC"
"JEFFERSON COUNTY, PUBLIC SCHOOLS DISTRICT, BOARD OF EDUCATION (TEACHERS)",3273,"KY LOUISVILLE"," (NEA) JCAESP","Jun 30, 2004","611110","2500","PUBLIC"
"JEFFERSON COUNTY, PUBLIC SCHOOLS DISTRICT,BOARD OF EDUCATION (TEACHERS)",3255,"KY LOUISVILLE"," (NEA) ","Sep 1, 2004","611110","5800","PUBLIC"
"JEFFERSON COUNTY, SCHOOL DISTRICT (CLASSIFIED SCHOOL EMPLOYEES)",3407,"CO JEFF COUNTY"," (CSEA) ","Dec 31, 2004","611110","4000","PUBLIC"
"JEFFERSON COUNTY, SCHOOL DISTRICT R-1 (BOARD OF EDUCATION)",3208,"CO JEFF COUNTY"," (NEA/JCEA) ","Aug 31, 2007","611110","5000","PUBLIC"
"JEFFERSON COUNTY, SCHOOL DISTRICT R-1 (BOARD OF EDUCATION)",3209,"CO JEFF COUNTY"," (NEA/JCEA) ","Aug 31, 2015","611110","5000","PUBLIC"
"JEFFERSON COUNTY, SCHOOL DISTRICT R-1 (PARAPROFESSIONAL)",3200,"CO JEFF COUNTY"," (JCAP (I)) ","Aug 31, 2008","611110","1500","PUBLIC"
"JEFFERSON COUNTY, THE FISCAL COURT OF",2890,"KY JEFFERSON CT"," (AFSCME) 2629","Jun 30, 2006","921190","1000","PUBLIC"
"JEFFERSON PARISH, BOARD OF EDUCATION (TEACHERS)",3347,"LA HARVEY"," (AFT) JFT 1559","Jun 30, 2004","611110","3700","PUBLIC"
"JEFFERSON SMURFIT CORP.",125,"OH PA IN NY OK","UPIU/PACE 68,69,285,375,5","Jun 19, 2009","322211","1300","PRIVATE"
"JERUSALEM, TOWN OF",3951,"NY","TEAMSTERS (IBT) 118 ","Dec 31, 2024",,,"PUBLIC"
"JEWEL FOOD STORES (MEAT, DELI, AND SEAFOOD)",617,"IL CHICAGO","FOOD AND COMMERCIAL WKRS (UFCW) 1546","Mar 2, 2009","445110","4100","PRIVATE"
"JEWEL FOOD STORES N. IL & LAKE & PORTER CNTY IN",618,"IL IN","FOOD AND COMMERCIAL WKRS (UFCW) 881","Jan 24, 2010","445110","21000","PRIVATE"
"JEWEL FOOD STORES N. IL & LAKE & PORTER CNTY IN",619,"IL IN","FOOD AND COMMERCIAL WKRS (UFCW) 881","Oct 2, 2005","445110","21000","PRIVATE"
"JEWEL FOOD STORES, INC.",2218,"IL","FOOD AND COMMERCIAL WKRS (UFCW) 1546","Aug 25, 2018",,,"PRIVATE"
"JEWISH CURRENTS",4832,"NY","WRITERS GUILD EAST AFL-CIO (WGAE) ","Mar 15, 2028",,,"PRIVATE"
"JIM THORPE BOROUGH",4205,"PA","TEAMSTERS (IBT) 773 ","Dec 31, 2024","921120","10","PUBLIC"
"JOBS WITH JUSTICE EDUCATION FUND",2193,"DC"," (WBNG) -","Dec 31, 2016",,,"PRIVATE"
"JOHN BOOS AND COMPANY",4407,"IL","CARPENTERS IND (CJA) 243 /MID-AMERICA CARPENTERS REGIONAL COUNCIL ","Apr 30, 2028","321999","175","PRIVATE"
"JOHN DUFFY FUEL COMPANY",2571,"NJ","TEAMSTERS (IBT) 560","May 31, 2022","454310","2","PRIVATE"
"JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS",2284,"DC","STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 868 B","Oct 12, 2020",,,"PRIVATE"
"JOHN MORRELL & CO.",50,"SD SIOUX FALLS","FOOD AND COMMERCIAL WKRS (UFCW) 304 A","Apr 27, 2007","311611","2800","PRIVATE"
"JOHNS HOPKINS BAYVIEW MEDICAL CENTER, INC.",4749,"MD","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 3 MARYLAND STATE & UNIVERSITY EMPLOYEES/STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 3374 JOHN'S HOPKINS BAY VIEW  MEDICAL CT","Oct 31, 2026",,,"PRIVATE"
"JOHNS HOPKINS HOSPITAL (SERV & MAINT)",849,"MD BALTIMORE","SERVICE EMPLOYEES (SEIU) 1199 DISTRICT 1199E-DC","Dec 1, 2006","62211","1600","PRIVATE"
"JOHNSON AND TOWERS, INC.",848,"NJ","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 32","Apr 11, 2022",,,"PRIVATE"
"JOHNSON CONTROLS (NOW KSL)",1474,"NM","PLUMBERS AFL-CIO (PPF) 412","Sep 30, 2005","238220","1500","PRIVATE"
"JOHNSON CONTROLS, INC.",1475,"IL, NM, OH, MI, WI"," (CWA) -","Feb 6, 2012","334210","1000","PRIVATE"
"JOINERS OF AMERICA",2037,"IA","CARPENTERS IND (CJA) 106","Apr 30, 2014","23731","1076","PRIVATE"
"JOINT AREA CARTAGE AGMT (MCLAC)",395,"IL CHICAGO","TEAMSTERS (IBT) 705","Mar 31, 2008","484121","1000","PRIVATE"
"JOINT AREA CARTAGE AGMT (TMI, RCI, & ITLRA)",394,"IL CHICAGO","TEAMSTERS (IBT) 705","Mar 31, 2008","484121","1000","PRIVATE"
"JOLIET TOWNSHIP HIGH SCHOOL (DISTRICT 204)",4065,"IL","SERVICE EMPLOYEES (SEIU) 1 ","Jun 30, 2027",,,"PUBLIC"
"JONES LANG LASALLE",3858,"IL","ENGINEERS, OPERATING, AFL-CIO (IUOE) 399 ","Jun 30, 2026",,,"PRIVATE"
"JORDAN SCHOOL DISTRICT (CLASSIFIED EMPLOYEES)",3338,"UT SANDY"," (JCEA-I) ","Jun 30, 2004","611110","1650","PUBLIC"
"JORDAN SCHOOL DISTRICT (CLASSIFIED EMPLOYEES)",3339,"UT SANDY"," (JCEA-I) ","Jun 30, 2010","611110","1650","PUBLIC"
"JORDAN SCHOOL DISTRICT (TEACHERS)",2803,"UT SANDY"," (NEA/JEA) ","Jun 30, 2005","611110","3500","PUBLIC"
"JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT (JECSD)",4031,"NY","SERVICE EMPLOYEES (SEIU) 200 UNITED","Jun 30, 2019","611110","49","PUBLIC"
"JOSEPH T. RYERSON & SON, INC. (COON RAPIDS, MN BRANCH WAREHOUSE)",4102,"MN","TEAMSTERS (IBT) 120 ","May 31, 2026",,,"PRIVATE"
"JOSEPH T. RYERSON & SON, INC. (LIVERMORE BRANCH WAREHOUSE)",4100,"CA","TEAMSTERS (IBT) 70 LOCAL 70","Apr 30, 2026",,,"PRIVATE"
"JOSEPH T. RYERSON & SON, INC. (SPOKANE BRANCH WAREHOUSE)",4101,"WA","TEAMSTERS (IBT) 690 ","Apr 30, 2026",,,"PRIVATE"
"JPATS LOGISTICS SERVICES, LLC (JLS)",2554,"FL","MACHINISTS AFL-CIO (IAM) 2777","May 15, 2022",,,"PRIVATE"
"JURISDICTIONAL OPERATORS OF PARKING FACILITIES",752,"CA SAN FRAN","TEAMSTERS (IBT) 665","Nov 30, 2008","81293","1200","PRIVATE"
"JUSTICE, VILLAGE OF (PUBLIC WORKS)",4298,"IL","SERVICE EMPLOYEES (SEIU) 73 ","Aug 31, 2025",,,"PUBLIC"
"JV VENTURES DBA AUNTIE ANNE'S PRETZELS",2345,"NV"," (CWU) 226","May 31, 2021",,,"PRIVATE"
"KAISER FOUNDATION HOSPITAL & HEALTH PLAN INC.",891,"HI HONOLULU","UNITE HERE 5","Jun 30, 2009","62211","1300","PRIVATE"
"KAISER FOUNDATION HOSPITALS & HEALTH PLAN OF NW",879,"OR WA","SERVICE EMPLOYEES (SEIU) 49","Sep 30, 2006","62211","2300","PRIVATE"
"KAISER FOUNDATION HOSPITALS SO. CA",2031,"CA SOUTHERN","SERVICE EMPLOYEES (SEIU) 535","Jan 31, 2012","62211","1000","PRIVATE"
"KAISER FOUNDATION HOSPITALS SO. CA (CLKS & AIDES)",978,"CA SAN BERNARDINO","STEELWORKERS, AFL-CIO (USW) 12 7600 S","Oct 1, 2005","62211","2900","PRIVATE"
"KAISER PERMANENTE",779,"CA NORTHERN","SERVICE EMPLOYEES (SEIU) 250 HEALTH CARE WORKERS UNION","Sep 30, 2005","62211","14000","PRIVATE"
"KAISER PERMANENTE",795,"CA NORTHERN"," (CNA) ","Aug 31, 2006","62211","8300","PRIVATE"
"KAISER PERMANENTE (LPN'S & TECHNICIANS)",860,"CO DENVER","SERVICE EMPLOYEES (SEIU) 105 LOCAL 105","Apr 30, 2006","621491","1300","PRIVATE"
"KAISER PERMANENTE (RNS) (SO. CA REGION)",893,"CA","AFSCME/NUHHCE -","Sep 30, 2010","62211","6000","PRIVATE"
"KAISER-HILL COMPANY LLC",23,"CO","STEELWORKERS, AFL-CIO (USW) 12 8031 S","Jan 15, 2007",,,"PRIVATE"
"KANE COUNTY SIXTEENTH JUDICIAL CIRCUIT (COURT SERVICES)",3924,"IL","TEAMSTERS (IBT) 330 ","Nov 30, 2025","922110","109","PUBLIC"
"KANSAS CITY PUBLIC SCHOOLS",3643,"MO","SERVICE EMPLOYEES (SEIU) 1 FIREMEN & OILERS","Dec 31, 2022",,,"PUBLIC"
"KANSAS CITY SCHOOL DISTRICT (TEACHERS)",2639,"MO KANSAS CITY"," (AFT) 691","Jun 30, 2002","611110","2300","PUBLIC"
"KANSAS CITY SYMPHONY",3535,"MO KANSAS CITY"," (AFM) ","Jun 30, 2017","611610",,"PUBLIC"
"KANSAS CITY, BOARD OF EDUCATION, UNIFIED SCHOOL DISTRICT #500 (TEACHERS)",3371,"KS KANSAS CITY"," (NEA) NEAKC","Jul 31, 2007","611110","1650","PUBLIC"
"KANSAS STATE UNIVERSITY (MAINTENANCE AND SERVICE)",2720,"KS MANHATTAN"," (KAPE-I) ","Sep 9, 1999","611310","950","PUBLIC"
"KANSAS, MISSOURI , THE CITY OF (MUNICIPAL UNIT)",3383,"MO KANSAS CITY"," (AFSCME) 500","Apr 30, 2003","921190","2000","PUBLIC"
"KANSAS, STATE OF, BOARD OF EDUCATION OF UNIFIED SCHOOL DISTRICT 512",3279,"KS"," (NEA) DIST NO. 512","Jun 30, 2010","611110","1200","PUBLIC"
"KANSAS, STATE OF, BOARD OF EDUCATION OF UNIFIED SCHOOL DISTRICT 512",3280,"KS"," (NEA) DIST NO. 512","Jun 30, 2013","611110","1200","PUBLIC"
"KANSAS, STATE OF, BOARD OF EDUCATION OF UNIFIED SCHOOL DISTRICT 512",3281,"KS"," (NEA) DIST NO. 512","Jun 30, 2011","611110","1200","PUBLIC"
"KAUFMAN DIRECT MAIL",4377,"WA","MACHINISTS AFL-CIO (IAM) W 24 DISTRICT LODGE W-24","Mar 1, 2028",,,"PRIVATE"
"KB ENTERPRISES",4447,"MT","STEELWORKERS, AFL-CIO (USW) /STEELWORKERS, AFL-CIO (USW) 11 491 ","Jun 1, 2020","423330","6","PRIVATE"
"KELLER CONSTRUCTION/SOUTHERN ILLINOIS BUILDERS ASSOCIATION",4427,"IL","PLASTERERS AND CEMENT MASONS AFL-CIO (OPCM) 90 ","Jul 31, 2028",,,"PRIVATE"
"KELLOGG CO.",42,"OH CINCINNATI"," (BCTW) 253","Apr 30, 2006","311821","3300","PRIVATE"
"KELLOGG CO.",57,"MI NE TN PA"," (BCTW) 3,50,252,374","Sep 27, 2009","31123","3800","PRIVATE"
"KELLY-SPRINGFIELD TIRE CO.",175,"NC"," (USW) -","Jul 22, 2006","31123",,"PRIVATE"
"KEMPER LAKES BUSINESS CENTER (GROUND SUPPORT SERVICES)",3846,"IL","ENGINEERS, OPERATING, AFL-CIO (IUOE) 399 ","Jun 30, 2026",,,"PRIVATE"
"KENDALL CONSTRUCTION, INC.",4434,"KS","CARPENTERS IND (CJA) 1445 /CARPENTERS IND (CJA) MID-AMERICA CARPENTERS REGIONAL COUNCIL","Apr 30, 2028",,,"PRIVATE"
"KENNECOTT UTAH COPPER CORP",1082,"UT SALT LAKE C"," (5 UNIONS) 14 LOCALS","Sep 30, 2009","212234","1700","PRIVATE"
"KENNEDY TANK & MANUFAC. CO. INC.",1836,"IN INDIANAPOLIS","BOILERMAKERS AFL-CIO (BBF) 374","Apr 30, 2011","238390","1000","PRIVATE"
"KENOSHA UNIFIED SCHOOL DISTRICT NO. 1",3312,"WI KENOSHA"," (NEA) KEA","Jun 30, 2005","611110","1200","PUBLIC"
